folio,lemma_id,lemma,gloss_id,gloss,gloss_type,gloss_form,marginal_note_id,marginal_note_type,marginal_note_form
80r,p457_l31_o02,Hibernus ,p457_l31_o02_a,hiemps,S22,F2,p457_l31_o02_b,S23,F5
80r,p457_l31_o03,Hiberno ,p457_l31_o03_a,habito in loco calido/÷ in hieme hiemo ꝓpt̃ frigꝰ,S23,F4,,,
80r,p457_l31_o05,Crispus ,p457_l31_o05_a,terratꝰ,S22,F2,,,
80r,p457_l31_o09,ęquus ,p457_l31_o09_a,rectus/iustus,S22,F3,,,
80r,p457_l32_o01,Equo ,p457_l32_o01_a,assimilo ł recte diuido/ł iustifico,S23,F4,,,
80r,p457_l32_o03,Obliquus ,p457_l32_o03_a,curuus ꝓnus inclinatꝰ/ł descensus in ęqͣł,S23,F4,,,
80r,p457_l32_o04,Obliquo ,p457_l32_o04_a,incuruo,S22,F2,,,
80r,p457_l32_o06,ꝓpinquus ,p457_l32_o06_a,locꝰ ł parens ÷ ꝓximꝰ,S23,F3,,,
80r,p457_l33_o02,Ignarus ,p457_l33_o02_a,inscius,S22,F2,,,
80r,p457_l33_o03,Ignoro ,p457_l33_o03_a,nescio,S22,F2,,,
80r,p457_l33_o06,Lassus ,p457_l33_o06_a,fessus,S22,F2,,,
80r,p457_l33_o07,Lasso ,p457_l33_o07_a,fatigor,S22,F2,,,
80r,p457_l35_o09,Viduus ,p457_l35_o09_a,derertꝰ,S22,F2,,,
80r,p457_l35_o10,Viduo ,p457_l35_o10_a,Deserto separo,S22,F3,,,
80r,p457_l33_o11,dilato ,p457_l33_o11_a,ãplifico,S22,F2,,,
80r,p457_l34_o01,Lętus ,p457_l34_o01_a,gaudens/⁊ ilaris,S22,F3,,,
80r,p457_l34_o04,Aptus ,p457_l34_o04_a,dignꝰ c̃gruuꝰ,S22,F3,,,
80r,p457_l34_o05,Apto ,p457_l34_o05_a,Accõmođ ł dignor,S22,F3,,,
80r,p457_l34_o07,Sollicitus ,p457_l34_o07_a,curiosꝰ/assiduus,S22,F3,,,
80r,p457_l34_o08,Sollicito ,p457_l34_o08_a,curo assiduo,S22,F3,,,
80r,p457_l35_o01,Cruentꝰ ,p457_l35_o01_a,a cruore/÷ crudelis/sanguino lentꝰ,S23,F3,,,
80r,p457_l35_o02,Cruento ,p457_l35_o02_a,occido,S22,F2,,,
80r,p457_l35_o05,Laxus ,p457_l35_o05_a,dimissus solutꝰ/dissolutꝰ,S22,F3,,,
80r,p457_l35_o06,Laxo ,p457_l35_o06_a,dimitto dissoluo,S22,F3,,,
80r,p458_l01_o01,Mutuus ,p458_l01_o01_a,prestator/p̃statꝰ,S22,F3,,,
80r,p458_l01_o02,Mutuor ,p458_l01_o02_a,presto,S22,F2,p458_l01_o02_b,S23,F5
80r,p458_l01_o05,fixis ,p458_l01_o05_a,s. nõib; fi/unt uerba,S53,F3,,,
80r,p458_l01_o10,Focus ,p458_l01_o10_a,"Φos grece, Lux latine. Inde diriuat᷑ focus correpta fo :",S211,F4,,,
80r,p458_l01_o11,Suffoco ,p458_l01_o11_a,a noẽ focꝰ suffoco ÷ strangulo,S54,F3,,,
80r,p458_l02_o02,Grecor ,p458_l02_o02_a,more greco loquor,S23,F4,,,
80r,p458_l02_o05,Vulgꝰ ,p458_l02_o05_a,populus/insipiens,S22,F3,p458_l02_o05_b,S23,F5
80r,p458_l02_o06,Vulgo ,p458_l02_o06_a,diffamo,S22,F2,,,
80r,p458_l02_o09,Stimulus ,p458_l02_o09_a,aculeus,S22,F2,p458_l02_o09_b,S5,F5
80r,p458_l02_o10,Stimulo ,p458_l02_o10_a,pungo incito,S22,F3,,,
80r,p458_l03_o02,Fumus ,p458_l03_o02_a,singłe ÷ tantũ,S312,F3,,,
80r,p458_l03_o06,Terminꝰ ,p458_l03_o06_a,finis meta,S22,F3,,,
80r,p458_l03_o07,Termino ,p458_l03_o07_a,finio/meto,S22,F3,,,
80v,p458_l03_o09,Annus ,p458_l03_o09_a,annꝰ rotał la/anus uetũ,S23,F3,,,
80v,p458_l03_o10,ꝑenno ,p458_l03_o10_a,ꝑmaneo p unũ annũ ł moror/ꝑ annos/ꝓtelo,S23,F4,,,
80v,p458_l04_o02,Sonus ,,,,,p458_l04_o02_a,S23,F5
80v,p458_l04_o06,Numerus ,p458_l04_o06_a,qͣsi nũmoꝵ riuus,S553,F3,,,
80v,p458_l05_o01,diriuo ,p458_l05_o01_a,deduco/mano/ł deriuo,S22,F3,,,
80v,p458_l05_o06,Stomachus ,p458_l05_o06_a,ira ł leticia,S22,F3,,,
80v,p458_l05_o05,grecũ. ,p458_l05_o05_a,.s. fac̃ uerbũ,S53,F4,,,
80v,p458_l05_o07,Stomachor ,p458_l05_o07_a, maxime in stomacho/fit ira ł letitia/os uentris/irascor,S23,F4,,,
80v,p458_l06_o02,neutris ,p458_l06_o02_a,.s. nominib; fiunt ũba,S53,F4,,,
80v,p458_l06_o06,Libũ ,p458_l06_o06_a,sacrificiũ p̃gusto,S22,F3,p458_l06_o06_b,S4181,F5
80v,p458_l06_o07,libo ,,,,,p458_l06_o07_a,S22,F4
80v,p458_l06_o10,Velu ,p458_l06_o10_a,nauiũ/ł capitis,S22,F3,,,
80v,p458_l06_o13,Colũ ,p458_l06_o13_a,instrum̃tũ unde/colat᷑ lac ł uinũ,S23,F4,p458_l06_o13_b,S23,F5
80v,p458_l07_o04,decollo ,p458_l07_o04_a,ãputo colũ,S23,F4,,,
80v,p458_l07_o06,Peculiũ ,p458_l07_o06_a,ꝓpͥa possessio,S23,F3,p458_l07_o06_b,S23,F4
80v,p458_l07_o07,depeculior ,p458_l07_o07_a,aufero diuitias tuas a te/deuasto,S23,F4,,,
80v,p458_l08_o09,arma ,,,,,p458_l08_o09_a,S312,F4
80v,p458_l08_o10,armo ,p458_l08_o10_a,mea arma accipio,S23,F4,,,
80v,p458_l08_o12,Stagnũ ,p458_l08_o12_a,Genus metalli ł lacus qͥ ñ currit a stando dictꝰ,S23,F4,,,
80v,p458_l08_o13,Stagno ,p458_l08_o13_a,.s. exillo metallo,S22,F3,,,
80v,p458_l09_o02,Regnũ  ,p458_l09_o02_a,potestas,S22,F2,,,
80v,p458_l09_o03,Regno ,p458_l09_o03_a,Guberno,S22,F2,,,
80v,p458_l09_o06,Signo ,p458_l09_o06_a,noto,S22,F2,,,
80v,p458_l11_o03,Liber ,p458_l11_o03_a,ingenuus/nobilis si/ue filius,S22,F3,,,
80v,p458_l11_o04,Libero ,p458_l11_o04_a,liberũ fatio/ł eripio,S23,F4,,,
80v,p458_l11_o06,Sacer ,p458_l11_o06_a,sc̃s purꝰ,S22,F3,,,
80v,p458_l11_o07,Sacro ,p458_l11_o07_a,sc̃ifico,S22,F2,,,
80v,p458_l11_o09,Ager ,p458_l11_o09_a,Rus cãpus,S22,F3,,,
80v,p458_l11_o11,ꝑagro ,p458_l11_o11_a,ꝑagro suado/seu ꝑlustro,S22,F3,,,
80v,p458_l12_o05,Miseror ,p458_l12_o05_a,deponens uerbũ & trahit acc̃m casũ/gñmt casũ regit : Misereo fuit ap̃ antiquos. quo uerbo ñ utim᷑ nunc  gñm casũ reꝗrit,S412,F5,,,
80v,p458_l13_o09,Satur ,p458_l13_o09_a,satiatꝰ,S22,F2,,,
80v,p458_l14_o01,Saturo ,p458_l14_o01_a,satio,S22,F2,,,
80v,p458_l15_o06-07,supͣ dictis ,p458_l15_o06-07_a,qͣ superius iubet excipere ÷ grecis/ꝓpriis ł incorporalib,S53,F4,,,
80v,p458_l16_o01,obseruatis. ,p458_l16_o01_a,notatis,S22,F2,,,
80v,p458_l16_o02,Eodem ,p458_l16_o02_a,tali,S22,F2,,,
80v,p458_l16_o04,fatiuNt ,p458_l16_o04_a,.s. auctores grãmaticę artis,S415,F3,,,
80v,p458_l17_o05,contio ,p458_l17_o05_a,plebs multitudo/populi,S22,F3,,,
80v,p458_l17_o07,contionor ,p458_l17_o07_a,contionem/alloquor/eloquent̃ loquor/in foro ł in  placito ser es catalogꝰ,S23,F4,,,
80v,p458_l18_o01,Ordino ,p458_l18_o01_a,orno,S22,F2,,,
80v,p458_l18_o03,Virgo ,p458_l18_o03_a,castꝰ ł casta/hic & hęc,S22,F3,,,
80v,p458_l18_o05,deuirgino ,p458_l18_o05_a,puellã corrũpo/ł uirgintatẽ aufero,S23,F4,,,
80v,p458_l19_o03,Lacto ,p458_l19_o03_a,decipio alo nutrio/siue lac do,S23,F4,,,
80v,p458_l19_o08,uigil ,p458_l19_o08_a,ꝗ bene uigilat / custos,S23,F4,,,
80v,p458_l19_o10,uigilo ,p458_l19_o10_a,ꝑnocto,S22,F2,,,
80v,p458_l19_o12,Exul ,p458_l19_o12_a,peregrinꝰ qͥ extra t̃/ram suã uadit,S23,F4,,,
80v,p458_l19_o13,Exulo ,p458_l19_o13_a,exita/solũ ua/do ÷/pere/grino,S23,F4,,,
80v,p458_l20_o09,Flumino ,p458_l20_o09_a,dubito/uacillo,S22,F3,,,
80v,p458_l21_o02,Verber ,p458_l21_o02_a,ꝑcussio flagellũ,S23,F3,,,
80v,p458_l21_o03,Verbero ,p458_l21_o03_a,flagello,S22,F2,,,
80v,p458_l21_o05,Vber ,p458_l21_o05_a,copiosꝰ,S22,F2,p458_l21_o05_b,S5,F5
80v,p458_l21_o06,Exubero ,p458_l21_o06_a,habundo,S22,F2,,,
80v,p458_l21_o08,Agger ,p458_l21_o08_a,anger uinculũ/cumulus t̃rę,S23,F3,,,
80v,p458_l21_o09,Aggero ,p458_l21_o09_a,c̃grego accumulo,S22,F3,,,
80v,p458_l22_o02,Iter ,p458_l22_o02_a,uia,S22,F2,,,
80v,p458_l22_o03,Itero ,p458_l22_o03_a,ꝑ uiã uado,S23,F4,,,
80v,p458_l22_o07,Labor ,p458_l22_o07_a,poena,S22,F2,,,
80v,p458_l22_o11,Vaporo ,p458_l22_o11_a,caleo uaporẽ fatio,S23,F4,,,
80v,p458_l23_o02,Memoro ,p458_l23_o02_a,Recordor,S22,F2,,,
80v,p458_l23_o04,Honor ,p458_l23_o04_a,dignitas,S22,F2,,,
80v,p458_l23_o09,Robur ,p458_l23_o09_a,uirtꝰ ł quertꝰ,S22,F3,p458_l23_o09_b,S22,F3
80v,p458_l23_o10,Roboro ,p458_l23_o10_a,firmo c̃fortor,S22,F3,p458_l23_o10_b,S22,F3
80v,p458_l24_o02,Fur ,p458_l24_o02_a,ΚΛΗΠΘΕC,S311,F2,,,
80v,p458_l24_o03,Furor ,p458_l24_o03_a,aufero,S22,F2,,,
80v,p458_l24_o08,Augur ,p458_l24_o08_a,ꝗ fac̃ auguriũ,S23,F4,,,
80v,p458_l24_o09,Auguro ,p458_l24_o09_a,auguriis intendo/ł diuino,S23,F4,,,
80v,p458_l25_o06,Nugas ,p458_l25_o06_a,uanꝰ mał t᷑pis piger,S22,F3,,,
80v,p458_l25_o08,Nur̶gor ,p458_l25_o08_a,uilesco det᷑por,S22,F3,,,
80v,p458_l26_o01,Vas ,p458_l26_o01_a,qđ rustice dr̃/uuatges dicr̃ aut̃/uades coqđ illis datis,S21,F4,p458_l26_o01_b,S23,F5
80v,p458_l26_o07,Aries ,p458_l26_o07_a,princeps/gregis,S23,F3,p458_l26_o07_b,S23,F3
80v,p458_l26_o08,Arieto ,p458_l26_o08_a,ꝯiuros destruo/ł gub̶no,S23,F4,,,
80v,p458_l26_o10,Miles ,p458_l26_o10_a,tiro ad leta,S554,F3,,,
80v,p458_l26_o11,Milito ,p458_l26_o11_a,pugno,S22,F2,,,
80v,p458_l27_o01,Comes ,p458_l27_o01_a,sotius ꝗ simul ꝑgit cũ alio,S23,F4,,,
80v,p458_l27_o02,comitor ,p458_l27_o02_a,tecũ uado ł subsequor,S23,F4,,,
80v,p458_l27_o05,Sedo ,p458_l27_o05_a,mitigo placo/sereno fecundo,S22,F3,,,
80v,p458_l27_o07,Locuples ,p458_l27_o07_a,diues ł locꝰ plenus diuitias,S23,F3,,,
80v,p458_l27_o08,Locupleto ,p458_l27_o08_a,abundo ex diuitiis,S23,F4,,,
81r,p458_l28_o02,Hęres ,p458_l28_o02_a,possessor,S22,F2,,,
81r,p458_l28_o04,Exhęredo ,p458_l28_o04_a,extra hęreditatẽ facio ł hęre/ditatem alicuius aufero,S23,F4,,,
81r,p458_l28_o09,Turpis ,p458_l28_o09_a,feđ deformis,S22,F3,,,
81r,p458_l28_o10,Turpo ,p458_l28_o10_a,fedo de/formo,S22,F3,,,
81r,p458_l29_o02,Tenuis ,p458_l29_o02_a,macer,S22,F2,,,
81r,p458_l29_o03,Tenuo ,p458_l29_o03_a,gracił effitior,S23,F4,,,
81r,p458_l29_o05,Tristis ,p458_l29_o05_a,Mestꝰ/męrens,S22,F3,,,
81r,p458_l29_o09,testor ,p458_l29_o09_a,iuro inde detestor ÷ ab hominor,S54,F3,,,
81r,p458_l30_o09,",Roro ",p458_l30_o09_a,rorẽ emitto,S23,F3,,,
81r,p458_l30_o03,Oro ,p458_l30_o03_a,Rogo/preco,S22,F3,,,
81r,p458_l31_o02,decus ,p458_l31_o02_a,honor,S22,F2,p458_l31_o02_b,S22,F4
81r,p458_l31_o03,Decoro ,p458_l31_o03_a,orno,S22,F2,,,
81r,p458_l31_o05,Vlcus ,p458_l31_o05_a,cicatrix/uestigiũ/uulneris,S22,F3,p458_l31_o05_b,S23,F5
81r,p458_l31_o08,Pondus ,p458_l31_o08_a,honꝰ mensura,S22,F3,,,
81r,p458_l31_o09,Pondero ,p458_l31_o09_a,onero m̃suro,S22,F3,,,
81r,p458_l32_o02,Holus ,p458_l32_o02_a,Herba,S22,F2,,,
81r,p458_l32_o03,Holero ,p458_l32_o03_a,holus colligo/ł holera planto,S23,F4,,,
81r,p458_l32_o05,Munus ,p458_l32_o05_a,donũ,S22,F2,,,
81r,p458_l32_o06,Muneror ,p458_l32_o06_a,munꝰ tribuo,S22,F2,,,
81r,p458_l32_o08,Aes ,p458_l32_o08_a,Genꝰ metalli,S222,F3,,,
81r,p458_l32_o10,Aero ,p458_l32_o10_a,fabrico ex ęre ł aes fatio ÷ metallũ,S23,F4,,,
81r,p459_l01_o06,Fraus ,p459_l01_o06_a,deceptio,S22,F2,,,
81r,p459_l01_o07,fraudo ,p459_l01_o07_a,decipio,S22,F2,,,
81r,p459_l01_o10,Pago ,p459_l01_o10_a,pacifico pacẽ fatio,S23,F4,,,
81r,p459_l02_o01,Nex ,p459_l02_o01_a,mors supplicium,S22,F3,,,
81r,p459_l02_o02,Neco ,p459_l02_o02_a,occido int̃ficio,S22,F3,,,
81r,p459_l02_o05,Vindex  ,p459_l02_o05_a,ꝗ uindicat/defensor ultor,S23,F4,,,
81r,p459_l02_o07,Vindico ,p459_l02_o07_a,ulciscor/defendo,S22,F3,,,
81r,p459_l02_o09,Iudex ,p459_l02_o09_a,p̃ses,S22,F2,,,
81r,p459_l03_o01,Remex  ,p459_l03_o01_a,gubernator nauiũ,S23,F3,p459_l03_o01_b,S23,F4
81r,p459_l03_o02,Remigo ,p459_l03_o02_a,Gub̶no,S22,F2,,,
81r,p459_l03_o04,Lex  ,p459_l03_o04_a,ius,S22,F2,,,
81r,p459_l03_o05,Lego  ,p459_l03_o05_a,leges cõpono/ł legationẽ mitto,S23,F4,,,
81r,p459_l03_o08,Radico ,p459_l03_o08_a,fundo,S22,F2,,,
81r,p459_l03_o09,Cornix ,p459_l03_o09_a,Genꝰ auis,S222,F3,,,
81r,p459_l04_o02,Cornicor ,p459_l04_o02_a,inepte loquor/ł more cornicis loquor/ Garrio,S23,F4,,,
81r,p459_l04_o05,Voco ,p459_l04_o05_a,appello,S22,F2,,,
81r,p459_l04_o07,ꝑnox ,p459_l04_o07_a,ꝑuigil,S22,F2,,,
81r,p459_l04_o09,ꝑnocto ,p459_l04_o09_a,ꝑugilo seu ꝑ noctẽ/uigilo,S23,F4,,,
81r,p459_l05_o01,Merx ,p459_l05_o01_a,mercimoniũ dr̃ ille merx ꝗ uenditur & õ/paratur,S23,F4,,,
81r,p459_l05_o03,Mercor ,p459_l05_o03_a,emo cõparo,S22,F3,,,
81r,p459_l05_o05,Hiemps ,p459_l05_o05_a,hibernꝰ,S22,F2,,,
81r,p459_l05_o07,Hiemo ,p459_l05_o07_a,moror hic ꝑ hiemẽ,S23,F4,,,
81r,p459_l05_o09,Pręceps ,p459_l05_o09_a,ꝓnꝰ,S22,F2,p459_l05_o09_b,S4181,F5
81r,p459_l07_o05,quinta ,p459_l07_o05_a,.s. declinatione,S53,F2,,,
81r,p459_l07_o06,Aestus ,p459_l07_o06_a,calor/feruor,S22,F3,,,
81r,p459_l07_o07,ęstuo ,p459_l07_o07_a,ardeo caleo/ferueo,S22,F3,,,
81r,p459_l08_o01,Tumultꝰ ,p459_l08_o01_a,Tumultus dr̃ qͣsi/timor multus,S23,F4,,,
81r,p459_l08_o02,Tumultuor ,p459_l08_o02_a,tumultũ facio ÷ sonitũ,S23,F4,,,
81r,p459_l08_o05,Gelo ,p459_l08_o05_a,frigeo,S22,F2,,,
81r,p459_l08_o07-08,In.es. ,p459_l08_o07-08_a,.s. a quinta,S53,F3,,,
81r,p459_l08_o10,Rabies ,p459_l08_o10_a,dem̃tia insa/nia ł insanies/am̃tia furor,S22,F3,,,
81r,p459_l09_o01,Rabio ,p459_l09_o01_a,insanio/furio,S22,F3,,,
81r,p459_l09_o03,Maties ,p459_l09_o03_a,tenuitas exci/litas macredo/subtilitas,S22,F3,,,
81r,p459_l09_o04,Macio ,p459_l09_o04_a,tenuis/effitior/ł macero/ł affligo,S23,F4,p459_l09_o04_b,S23,F4
81r,p459_l09_o05,Macias ,p459_l09_o05_a,maceras,S22,F2,,,
81r,p459_l09_o06,Maceries ,p459_l09_o06_a,ipsa maceria,S22,F3,,,
81r,p459_l09_o07,Macerio ,p459_l09_o07_a,maceriã fatio,S23,F4,,,
81r,p459_l09_o09,Luxuries ,p459_l09_o09_a,habundantia/lasciua,S22,F3,,,
81r,p459_l10_o01,Luxurio ,p459_l10_o01_a,meretricor/ł conuiuiũ cũ me/reticib; facio,S23,F4,,,
81r,p459_l10_o04,Glacio ,p459_l10_o04_a,gelo,S22,F2,,,
81r,p459_l10_o06,lic& ,p459_l10_o06_a,quãuis,S22,F2,,,
81r,p459_l10_o10,duarũ ,p459_l10_o10_a,÷ quartę & quintę,S53,F3,,,
81r,p459_l11_o01,c̃iugationũ ,p459_l11_o01_a,declina,S611,F1,,,
81r,p459_l11_o08,incorporalium ,p459_l11_o08_a,q̃ ñ soleNT habere uerba,S53,F4,,,
81r,p459_l12_o03,uocabula ,p459_l12_o03_a,ut uisꝰ motꝰ ⁊ rłꝗ,S53,F3,,,
81r,p459_l13_o02,uisus ,p459_l13_o02_a,ipsa uisio,S22,F3,,,
81r,p459_l13_o03,nisus ,p459_l13_o03_a,audeo A nitor Conam̃ conatio,S22,F3,,,
81r,p459_l13_o04,motꝰ ,p459_l13_o04_a,Motio,S22,F2,,,
81r,p459_l13_o05,Notus. ,p459_l13_o05_a,Notio ⁊ Notam̃,S22,F3,,,
81r,p459_l13_o06,Iteq; ,p459_l13_o06_a,.s. incorporalia s̃/ista & ueniuNT a/uerb̶,S53,F4,,,
81r,p459_l14_o01,dep̃hendi ,p459_l14_o01_a,cognosci/non solũ potes cõprehendi in quarta s etiã in uinta/÷ incorporalia nõa diriuata a uerbis,S53,F4,,,
81r,p459_l14_o03,acies ,p459_l14_o03_a,uenit ab acuo/acum̃ exercitꝰ,S53,F3,,,
81r,p459_l14_o04,Facies ,p459_l14_o04_a,a fatio,S54,F3,,,
81r,p459_l14_o05,Fides ,p459_l14_o05_a,a ũbo fido ÷ credo,S54,F3,,,
81r,p459_l14_o06,Res ,p459_l14_o06_a,a ũbo Reor,S54,F3,,,
81r,p459_l14_o07,Ex om̃ib; ,p459_l14_o07_a,Omẽ ʜ qđ non uidetur neq; tangitur generalit̃/res r̃ Hoc tam̃ qđ uidetur ⁊ tangitur corpus dr̃,S53,F4,,,
81r,p459_l16_o08,Hoc ,p459_l16_o08_a,.s. ius p̃dictũ,S3232,F3,,,
81r,p459_l16_o10,idẽ ,p459_l16_o10_a,id ipsũ,S22,F3,,,
81r,p459_l17_o02,c̃trario ,p459_l17_o02_a,diriuatio,S22,F2,,,
81r,p459_l17_o04,obseruari ,p459_l17_o04_a,Adtendi,S22,F2,,,
81r,p459_l17_o09,appositũ ,,,,,p459_l17_o09_b,S53,F5
81r,p459_l18_o01-02,consonante-pręcedente ,p459_l18_o01-02_a,÷ si p̃cedit consonans,S53,F4,,,
81r,p459_l18_o09,deductũ ,p459_l18_o09_a,diriuatũ traductũ,S22,F3,,,
81r,p459_l19_o04, principium ,p459_l19_o04_a,origo,S22,F2,,,
81r,p459_l19_o09,Scriba ,p459_l19_o09_a,lege peritꝰ,S23,F3,,,
81r,p459_l20_o03,aduena ,p459_l20_o03_a,peregrinꝰ,S22,F2,,,
81v,p459_l20_o06,ꝓfuga ,p459_l20_o06_a,porro fugiens,S25,F3,,,
81v,p459_l20_o07,Molõ ,p459_l20_o07_a,confringo,S22,F2,,,
81v,p459_l21_o01,Consulo ,p459_l21_o01_a,int̃rogo/consiliũ/fatio,S23,F3,,,
81v,p459_l21_o03,Consul ,p459_l21_o03_a,nom̃ digni/tatis,S222,F3,,,
81v,p459_l21_o04,Vado ,p459_l21_o04_a,ꝑgo ãbulo,S22,F3,p459_l21_o04_b,S5,F5
81v,p459_l21_o06,uadũ ,p459_l21_o06_a,mare,S22,F2,,,
81v,p459_l21_o09,uãs ,p459_l21_o09_a,pignꝰ,S22,F2,,,
81v,p459_l22_o01,merges. ,p459_l22_o01_a,manipuł/siue garba,S22,F3,,,
81v,p459_l22_o03,Quiesco ,p459_l22_o03_a,÷ requiescere fatio/Reꝗesco,S231,F3,,,
81v,p459_l22_o10,cędes ,p459_l22_o10_a,strages ł/occisio,S22,F3,,,
81v,p459_l23_o01,Luo ,p459_l23_o01_a,purgo/sustineo/dampno,S22,F3,p459_l23_o01_b,S5,F4
81v,p459_l23_o05,Struo ,p459_l23_o05_a,ędifico,S22,F2,,,
81v,p459_l23_o08,Strues ,p459_l23_o08_a,c̃geries lig/noꝵ,S23,F3,,,
81v,p459_l23_o09,Metuo ,p459_l23_o09_a,Timeo,S22,F2,,,
81v,p459_l23_o11,Metus ,p459_l23_o11_a,Timor,S22,F2,,,
81v,p459_l24_o02,trib; ,p459_l24_o02_a,XXͧXͣ centuri,S23,F3,,,
81v,p459_l24_o03,Parco ,p459_l24_o03_a,indulgeo/dimicto,S22,F2,,,
81v,p459_l24_o05,Parcus ,p459_l24_o05_a,auarus/habundans,S22,F3,p459_l24_o05_b,S5,F5
81v,p459_l24_o06,Gradior ,p459_l24_o06_a,ꝑgo ãbulo,S22,F3,,,
81v,p459_l24_o09,Fido ,p459_l24_o09_a,c̃fido/credo,S22,F3,,,
81v,p459_l25_o01,Fidus ,p459_l25_o01_a,fideł ł firmꝰ/stabilis,S22,F3,,,
81v,p459_l25_o02,Pando ,p459_l25_o02_a,aperio,S22,F2,,,
81v,p459_l25_o04,Pandus ,p459_l25_o04_a,aꝑtꝰ patulus,S22,F2,,,
81v,p459_l25_o08,Ludo ,p459_l25_o08_a,iocor,S22,F2,,,
81v,p459_l25_o10,Ludus ,p459_l25_o10_a,iocꝰ,S22,F2,,,
81v,p459_l26_o07,reliqua ,p459_l26_o07_a,superius,S53,F2,,,
81v,p459_l26_o11,enumerata ,p459_l26_o11_a,cõputata,S22,F2,,,
81v,p459_l27_o01-02,cũ monstrabant᷑ ,p459_l27_o01-02_a,alii codices / cõmostrabuNT᷑ ÷ simul /.s. A nobis,S62,F4,,,
81v,p459_l27_o04,quę ,p459_l27_o04_a,.s. nõa,S3232,F2,,,
81v,p459_l28_o01,diriuata ,p459_l28_o01_a,suNT,S419,F2,,,
81v,p459_l28_o02-03,non generalib; ,p459_l28_o02-03_a,s spetialib/÷ ꝓpriis,S22,F2,,,
81v,p459_l28_o04,clausulis ,p459_l28_o04_a,terminationib,S22,F2,,,
81v,p459_l28_o09,adeo ,p459_l28_o09_a,intantũ maxime multũ,S22,F3,,,
81v,p459_l29_o03,ꝓbant᷑ ,p459_l29_o03_a,experiuntur/cognoscuntur,S22,F3,,,
81v,p459_l30_o03,adhęreant ,p459_l30_o03_a,seruiant/adiungaNT,S22,F3,,,
81v,p459_l30_o07,illis ,p459_l30_o07_a,nõib;,S3232,F2,,,
81v,p459_l30_o08,duci ,p459_l30_o08_a,diriuari,S22,F2,,,
81v,p459_l30_o09,monstrant᷑ ,p459_l30_o09_a,uerba,S415,F2,,,
81v,f81v_l11_o09,poss̃ ,f81v_l11_o09_a,uerba,S415,F2,,,
81v,p459_l31_o06,primordia ,p459_l31_o06_a,initia origines,S22,F3,,,
81v,p459_l31_o07,Formido ,p459_l31_o07_a,paueo,S22,F2,,,
81v,p459_l32_o02,caligo ,p459_l32_o02_a,cętitatem pa/tior,S23,F4,,,
81v,p459_l32_o05,ꝓpago ,p459_l32_o05_a,tango/& palpo -as,S22,F3,,,
81v,p459_l32_o11,iNdagor ,p459_l32_o11_a,inꝗro exploro inuestigo,S22,F3,,,
81v,p459_l33_o07,habent ,p459_l33_o07_a,illa uerba,S53,F3,,,
81v,p459_l34_o01,formido ,p459_l34_o01_a,metꝰ,S22,F2,,,
81v,p459_l34_o02,caligo ,p459_l34_o02_a,Albugo oculoꝵ,S23,F3,,,
81v,p459_l34_o03,ꝓpago ,p459_l34_o03_a,ꝓsagia,S22,F2,,,
81v,p459_l34_o05,INdago ,p459_l34_o05_a,inuestigatio,S22,F2,,,
81v,p459_l34_o09,respondent ,p459_l34_o09_a,uerba,S415,F2,,,
81v,p459_l35_o01-02,sillabis genetiui ,,,,,p459_l35_o01-02_a,S63,F3
81v,p459_l35_o10,tulisse ,p459_l35_o10_a,diriuasse,S22,F2,,,
81v,p459_l36_o04,ipsa ,p459_l36_o04_a,uerba,S3232,F2,,,
81v,p459_l36_o06,Nam ,p459_l36_o06_a,ꝓ etiã,S22,F2,,,
81v,p459_l36_o11,perspicatius ,p459_l36_o11_a,acutius ł diligentius,S22,F3,,,
81v,p460_l01_o04,quę ,p460_l01_o04_a,.s. subtilitas artis,S53,F3,,,
81v,p460_l01_o06,distinguens ,p460_l01_o06_a,differentiã fatiens cognitione,S53,F3,,,
81v,p460_l01_o07,confusionem ,p460_l01_o07_a,cõmixtionẽ,S22,F2,,,
81v,p460_l02_o02,positione ,p460_l02_o02_a,÷ ab indtõ modo scilic& a prima/ꝑsona uerbi,S53,F3,,,
81v,p460_l02_o04,traducta ,p460_l02_o04_a,diriuata,S22,F2,,,
81v,p460_l02_o06,nomina ,p460_l02_o06_a,.s. ꝓgenuit,S53,F2,,,
81v,p460_l02_o07,Paucissima ,p460_l02_o07_a,.s. nõa q̃ a pͥma coniuga/tione ueniuNT,S53,F4,p460_l02_o07_b,S5,F5
81v,p460_l03_o03,ipsa ,p460_l03_o03_a,.s. c̃iugatione,S3232,F2,,,
81v,p460_l03_o11,prima ,p460_l03_o11_a,.s. ipsa nõa uerbalia ꝓgenuit,S53,F4,,,
81v,p460_l04_o01,aliarũ ,p460_l04_o01_a,ex scđę ⁊ t̃tię et quartę,S53,F3,,,
81v,p460_l04_o05,multa ,p460_l04_o05_a,innumerabilia,S22,F2,,,
81v,p460_l04_o08-09,plurib; clausulis ,,,,,p460_l04_o08-09_a,S5,F5
81v,p460_l04_o10,ꝓgenuit ,p460_l04_o10_a,ꝓcreauit,S22,F2,,,
81v,p460_l05_o06-07,p̃sens INdicatiuus ,p460_l05_o06-07_a,.s. ꝓferent nõa de se c̃cescit,S53,F4,p460_l05_o06-07_b,S53,F5
82r,p460_l05_o08,quia ,p460_l05_o08_a,quare fecit hoc,S53,F4,,,
